1730,,,334198
2447,,,
3502,,,
4023,,,
4428,,,
4861,,,
5305,,,
5648,,,
6560,,,
6835,,,
7144,,,
7500,,,
7500,,,
7500,,,
7500,,,
7500,,,
7500,,,
7500,,,
7500,,,
7500,,,
7500,,,
7500,,,
7500,,,
8028,,,
8820,,,
8940,,,
9255,,,
9548,,,
9722,,,
10245,,,
10404,,,
10979,,,
10979,,,
11012,,,
11448,,,
12393,,,
12571,,,
13084,,,
13260,,,
13533,,,
13624,,,
13672,,,
13724,,,
14045,,,
14188,,,
14421,,,
14515,,,
14661,,,
14796,,,
14849,,,
14906,,,
14918,,,
15033,,,
15038,,,
15056,,,
15072,,,
15253,,,
15287,,,
15287,,,
15315,,,
15315,,,
15345,,,
15716,,,
15759,,,
15862,,,
16005,,,
16014,,,
16185,,,
16248,,,
16269,,,
16529,,,
16531,,,
16581,,,
16626,,,
16653,,,
16813,,,
16860,,,
16927,,,
17003,,,
17117,,,
17144,,,
17144,,,
17148,,,
17256,,,
17323,,,
17345,,,
17459,,,
17487,,,
17649,,,
17688,,,
18100,,,
18169,,,
18222,,,
18227,,,
18351,,,
18358,,,
18393,,,
18492,,,
18589,,,
18690,,,
18690,,,
18690,,,
18701,,,
18701,,,
18746,,,
18793,,,
18890,,,
18929,,,
18929,,,
18929,,,
18978,,,
18988,,,
19107,,,
19329,,,
19346,,,
19414,,,
19419,,,
19444,,,
19485,,,
19510,,,
19514,,,
19514,,,
19656,,,
19740,,,
19789,,,
19986,,,
19986,,,
20130,,,
20130,,,
20180,,,
20180,,,
20193,,,
20194,,,
20425,,,
20425,,,
20427,,,
20491,,,
20518,,,
20559,,,
20587,,,
20587,,,
20895,,,
20981,,,
21024,,,
21059,,,
21063,,,
21255,,,
21282,,,
21355,,,
21359,,,
21474,,,
21645,,,
21675,,,
21840,,,
21846,,,
21888,,,
21918,,,
21955,,,
21994,,,
21994,,,
22010,,,
22063,,,
22070,,,
22108,,,
22123,,,
22148,,,
22212,,,
22263,,,
22280,,,
22304,,,
22327,,,
22390,,,
22419,,,
22419,,,
22434,,,
22448,,,
22507,,,
22518,,,
22554,,,
22574,,,
22574,,,
22585,,,
22634,,,
22634,,,
22669,,,
22682,,,
22701,,,
22775,,,
22775,,,
22804,,,
22804,,,
22944,,,
22979,,,
23091,,,
23148,,,
23162,,,
23228,,,
23228,,,
23272,,,
23295,,,
23331,,,
23331,,,
23442,,,
23477,,,
23478,,,
23529,,,
23536,,,
23539,,,
23559,,,
23616,,,
23626,,,
23661,,,
23718,,,
23724,,,
23748,,,
23763,,,
23830,,,
23910,,,
23957,,,
23976,,,
24027,,,
24072,,,
24163,,,
24206,,,
24221,,,
24279,,,
24336,,,
24367,,,
24401,,,
24434,,,
24480,,,
24570,,,
24594,,,
24594,,,
24639,,,
24645,,,
24683,,,
24711,,,
24762,,,
24882,,,
24882,,,
24884,,,
25008,,,
25130,,,
25176,,,
25224,,,
25252,,,
25271,,,
25293,,,
25293,,,
25315,,,
25358,,,
25410,,,
25443,,,
25509,,,
25509,,,
25545,,,
25707,,,
25721,,,
25804,,,
25818,,,
25851,,,
25930,,,
25959,,,
25965,,,
26067,,,
26091,,,
26091,,,
26095,,,
26150,,,
26224,,,
26228,,,
26290,,,
26304,,,
26326,,,
26487,,,
26490,,,
26490,,,
26518,,,
26576,,,
26642,,,
26646,,,
26751,,,
26759,,,
26816,,,
26850,,,
26868,,,
26872,,,
26877,,,
26887,,,
26907,,,
26907,,,
26954,,,
26997,,,
27038,,,
27071,,,
27100,,,
27100,,,
27116,,,
27159,,,
27161,,,
27190,,,
27203,,,
27213,,,
27215,,,
27238,,,
27242,,,
27244,,,
27255,,,
27421,,,
27450,,,
27469,,,
27573,,,
27590,,,
27683,,,
27733,,,
27803,,,
27889,,,
27922,,,
27938,,,
27943,,,
28071,,,
28072,,,
28087,,,
28164,,,
28249,,,
28249,,,
28320,,,
28332,,,
28359,,,
28389,,,
28420,,,
28427,,,
28427,,,
28440,,,
28442,,,
28457,,,
28510,,,
28520,,,
28567,,,
28587,,,
28647,,,
28691,,,
28691,,,
28718,,,
28764,,,
28769,,,
28839,,,
28973,,,
29009,,,
29103,,,
29187,,,
29236,,,
29298,,,
29315,,,
29435,,,
29440,,,
29478,,,
29543,,,
29548,,,
29604,,,
29672,,,
29672,,,
29732,,,
29760,,,
29760,,,
29791,,,
29819,,,
29938,,,
29999,,,
30015,,,
30023,,,
30081,,,
30093,,,
30096,,,
30096,,,
30168,,,
30261,,,
30279,,,
30279,,,
30298,,,
30351,,,
30351,,,
30368,,,
30372,,,
30372,,,
30390,,,
30396,,,
30467,,,
30477,,,
30507,,,
30522,,,
30523,,,
30538,,,
30545,,,
30560,,,
30560,,,
30630,,,
30631,,,
30675,,,
30732,,,
30753,,,
30772,,,
30801,,,
30822,,,
30828,,,
30833,,,
30843,,,
30899,,,
30983,,,
30992,,,
30992,,,
31056,,,
31086,,,
31089,,,
31158,,,
31160,,,
31163,,,
31163,,,
31353,,,
31353,,,
31385,,,
31395,,,
31454,,,
31497,,,
31497,,,
31535,,,
31560,,,
31590,,,
31605,,,
31615,,,
31626,,,
31632,,,
31686,,,
31761,,,
31788,,,
31814,,,
31859,,,
31859,,,
31878,,,
31880,,,
31907,,,
31928,,,
32011,,,
32144,,,
32146,,,
32173,,,
32218,,,
32233,,,
32300,,,
32303,,,
32313,,,
32414,,,
32474,,,
32557,,,
32583,,,
32632,,,
32644,,,
32727,,,
32765,,,
32871,,,
32880,,,
32889,,,
32892,,,
32892,,,
32952,,,
33039,,,
33039,,,
33051,,,
33168,,,
33178,,,
33181,,,
33183,,,
33228,,,
33235,,,
33249,,,
33249,,,
33279,,,
33316,,,
33316,,,
33378,,,
33402,,,
33419,,,
33438,,,
33444,,,
33454,,,
33456,,,
33462,,,
33471,,,
33562,,,
33564,,,
33569,,,
33581,,,
33585,,,
33590,,,
33622,,,
33629,,,
33697,,,
33762,,,
33812,,,
33955,,,
33986,,,
33996,,,
33996,,,
34026,,,
34026,,,
34043,,,
34053,,,
34074,,,
34109,,,
34176,,,
34176,,,
34176,,,
34213,,,
34230,,,
34242,,,
34320,,,
34350,,,
34377,,,
34380,,,
34412,,,
34421,,,
34421,,,
34445,,,
34469,,,
34487,,,
34529,,,
34554,,,
34578,,,
34587,,,
34596,,,
34596,,,
34600,,,
34600,,,
34633,,,
34704,,,
34728,,,
34738,,,
34824,,,
34824,,,
34838,,,
34853,,,
34916,,,
34935,,,
34935,,,
34941,,,
34961,,,
34968,,,
34984,,,
35178,,,
35178,,,
35196,,,
35196,,,
35246,,,
35322,,,
35340,,,
35388,,,
35416,,,
35441,,,
35523,,,
35544,,,
35641,,,
35682,,,
35684,,,
35688,,,
35688,,,
35701,,,
35704,,,
35765,,,
35788,,,
35790,,,
35791,,,
35791,,,
35797,,,
35860,,,
35860,,,
35860,,,
35860,,,
35876,,,
35893,,,
35924,,,
35946,,,
36026,,,
